Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2020-01-01,00:00:00,2.1854305348131313,0.4717563093908743,238.54367537758696,4.2348427717207775,0.006980324456127063,0.5664089829679203,0.8656983409410942
2020-01-01,01:00:00,4.7782143788446225,0.4958194726485391,239.79869902925998,3.287807284612657,0.872533649182167,0.6677554406893561,0.9828975246680121
2020-01-01,02:00:00,3.793972738151323,0.7322379140922876,231.62565463922118,1.6344208457505378,0.05630125210356984,0.5327272628124905,0.4958687267810753
2020-01-01,03:00:00,3.1939631788866647,0.08777291412344057,222.1776323206233,7.912832848962726,0.6527647298718772,0.14760094521940992,0.44967394595013277
2020-01-01,04:00:00,1.2020838819909643,0.6681806619579052,229.18259815550874,7.4149410644794544,0.3771841444231504,0.7090986799965383,0.3480724754071729
2020-01-01,05:00:00,1.201975341512912,0.8958121013985787,235.75202292923288,9.185574075014234,0.20334065371673282,0.4926739522694914,0.6380269455093531
2020-01-01,06:00:00,0.7613762547568976,0.05778819701986415,220.55450649523698,10.56289058673803,0.898258399853829,0.6343092713227341,0.608027092014717
2020-01-01,07:00:00,4.3977926559872085,0.14065333923366674,221.13774876712299,15.398655886578638,0.7462458519268622,0.04520166397726999,0.34338212092725406
2020-01-01,08:00:00,3.20501755284444,0.7166319367020314,221.34315564765643,8.450154418692849,0.3404405661432601,0.14203479256325313,0.3431666517365032
2020-01-01,09:00:00,3.6863266000822046,0.43728164824461757,234.6207151665662,7.281649077863437,0.284153092857225,0.5893704759319903,0.6448038333165996
2020-01-01,10:00:00,0.592630224331111,0.40354862081368836,230.02333257126344,16.71069758493291,0.7360122941611393,0.45942890308294937,0.5545461822303767
2020-01-01,11:00:00,4.864594334728975,0.13696663454423585,227.37795887041187,17.146136742419472,0.8365707626063305,0.22687366895365402,0.7185554277383682
2020-01-01,12:00:00,4.2459918836018975,0.5067700407177881,222.11234090523473,5.4225533215737105,0.7158504642958095,0.2407609205335548,0.9413923495041605
2020-01-01,13:00:00,1.4555259980522428,0.12654531119637724,234.64480500411779,6.978764631514858,0.6399892250357414,0.6316583125559425,0.7795915609996673
2020-01-01,14:00:00,1.318212352431953,0.4766204563105404,226.420396211018,16.677211047291678,0.2279247251886488,0.05896702692907396,0.30434570803370775
2020-01-01,15:00:00,1.325320294340452,0.7636152989616567,225.30648140129335,2.5087566416575315,0.8528039832764722,0.43425834422357323,0.7591224338506772
2020-01-01,16:00:00,1.8690900933179198,0.2582643578871635,233.04638403107103,7.19108882742402,0.7496619834583749,0.5231035047266094,0.45002452731221254
2020-01-01,17:00:00,2.86140394234507,0.4807861681797273,231.18021785193685,9.518652033776362,0.5172742897664144,0.30814260274233407,0.7776563906876931
2020-01-01,18:00:00,2.4437525838895207,0.9920159693968357,227.24821283626602,4.554360688810849,0.5115877622667807,0.8205498284923363,0.8865712705504752
2020-01-01,19:00:00,1.8105311308911887,0.6866504233540373,232.82974941611175,4.418369735603266,0.5691730278073464,0.05676958256884346,0.24993934912990223
2020-01-01,20:00:00,3.2533380262507077,0.8413567713051986,225.42443040768237,9.072379102257045,0.8282763941786627,0.8657827852469508,0.23864501152995654
2020-01-01,21:00:00,1.1277223729341883,0.41484760656054576,235.89660523208653,15.335912769962258,0.7422595488375575,0.7232629928877709,0.43262490827414535
2020-01-01,22:00:00,1.8146509184084816,0.7678609231258553,224.58637900615307,16.96442661140492,0.8562449939458833,0.44625437893319686,0.05153387364801676
2020-01-01,23:00:00,2.148628294821613,0.040509172941321836,223.17675390764032,19.605466758187294,0.5072827716587224,0.9244673902125078,0.6856859392769067
2020-01-02,00:00:00,2.552314928976662,0.12291118254224498,235.6487881899775,2.405696951742662,0.6246490590182572,0.7022382964947168,0.749701079573361
2020-01-02,01:00:00,4.033291826268561,0.20307059292006213,234.15784061395865,5.116961821773861,0.8545718068959796,0.9310453496590438,0.34543000530189094
